# Voltage,Current
-0.00222 -0.17555
-0.00128 -0.09055
-0.00081 -0.00218
-0.00058 0.08789
0.00114 0.20742
0.00208 0.30135
0.00286 0.39234
0.00325 0.45644
0.00497 0.57213
0.00568 0.66724
0.00661 0.75766
0.00747 0.87768
0.00849 0.97149
0.00935 1.06163
0.01099 1.15373
0.01240 1.27259
0.01294 1.36609
0.01349 1.45783
0.01505 1.57661
0.01576 1.67067
0.01670 1.76248
0.01756 1.85302
0.01959 1.97004
0.01982 2.06277
0.02076 2.15362
0.02264 2.27297
0.02271 2.36848
0.02412 2.45816
0.02435 2.54975
0.02615 2.66900
0.02678 2.76314
0.02826 2.85504
0.02857 2.94447
0.02982 3.06334
0.03092 3.15685
0.03178 3.24805
0.03365 3.36842
0.03420 3.46179
0.03514 3.55280
0.03561 3.64446
0.03694 3.76396
0.03741 3.85786
0.03866 3.94792
0.03998 4.03819
0.04053 4.12963
0.04186 4.22064
0.04264 4.31382
0.04366 4.43191
0.04483 4.52504
0.04569 4.61697
0.04694 4.73695
0.04788 4.83049
0.04889 4.92102
0.04952 5.01131
0.05030 5.13056
0.05186 5.22457
0.05288 5.31630
0.05358 5.40755
0.05468 5.52686
0.05577 5.61922
0.05640 5.71105
0.05804 5.82786
0.05929 5.92059
0.06023 6.01220
0.06093 6.10262
0.06226 6.22207
0.06288 6.31599
0.06390 6.40701
0.06335 6.52683
0.06601 6.62107
0.06734 6.71245
0.06859 6.80200
0.06890 6.92072
0.06968 7.01402
0.07078 7.10580
0.07226 7.22650
0.07312 7.31799
0.07390 7.40888
0.07461 7.47323
0.07523 7.58952
0.07703 7.68271
0.07797 7.77343
0.07867 7.86348
0.07976 7.98274
0.08078 8.07652
0.08141 8.16782
0.08281 8.28697
0.08391 8.38075
0.08508 8.47255
0.08609 8.56438
0.08649 8.68466
0.08805 8.77617
0.08805 8.86695
0.08992 8.98634
0.09094 9.07955
0.09203 9.17243
0.09149 9.26186
0.09399 9.38020
0.09430 9.47427
0.09579 9.56535
0.09704 9.68389
0.09735 9.77688
0.09930 9.86694
0.10024 9.95812
0.10126 10.07778
0.10055 10.17203
0.10305 10.26360
0.10376 10.35409
0.10383 10.47356
0.10634 10.56845
0.10673 10.65866
0.10727 10.77661
0.10876 10.87128
0.10993 10.96089
0.11056 11.02435
0.11165 11.14209
0.11228 11.23562
0.11376 11.32626
0.11501 11.44569
0.11571 11.54064
0.11681 11.63136
0.11790 11.72179
0.11861 11.84148
0.12087 11.93340
0.12079 12.02537
0.12204 12.14519
0.12314 12.23817
0.12329 12.33115
0.12462 12.42112
0.12572 12.54131
0.12712 12.63409
0.12767 12.72410
0.12845 12.81649
0.12994 12.93474
0.13111 13.02795
0.13174 13.11931
0.13252 13.23747
0.13424 13.33124
0.13478 13.42370
0.13596 13.51528
0.13736 13.63158
0.13728 13.72456
0.13877 13.81559
0.14018 13.93479
0.14096 14.03058
0.14197 14.12034
0.14322 14.21156
0.14455 14.33139
0.14510 14.42515
0.14572 14.48919
0.14666 14.60345
0.14783 14.69681
0.14901 14.78786
0.14932 14.87926
0.15104 15.00010
0.15190 15.09155
0.15276 15.18290
0.15323 15.27458
0.15565 15.39435
0.15549 15.48950
0.15651 15.57834
0.15799 15.69707
0.15917 15.79078
0.15878 15.88158
0.16073 15.97517
0.16229 16.09307
0.16307 16.18593
0.16362 16.27767
0.16550 16.39817
0.16604 16.49182
0.16722 16.58230
0.16808 16.67212
0.16909 16.79076
0.17019 16.88452
0.17112 16.97588
0.17206 17.09443
0.17237 17.18945
0.17355 17.27996
0.17488 17.37231
0.17620 17.48982
0.17699 17.58239
0.17808 17.67474
0.17933 17.76438
0.18011 17.88430
0.18105 17.97829
0.18175 18.04186
0.18261 18.15982
0.18378 18.25211
0.18503 18.34445
0.18558 18.43461
0.18683 18.55235
0.18754 18.64723
0.18840 18.73661
0.19035 18.85656
0.19074 18.95032
0.19144 19.04141
0.19277 19.13410
0.19387 19.25380
0.19527 19.34743
0.19668 19.43779
0.19730 19.55615
0.19902 19.64969
0.19941 19.74105
0.19965 19.83246
0.20051 19.95127
0.20199 20.04496
0.20278 20.13678
0.20363 20.22890
0.20528 20.34870
0.20590 20.43973
0.20676 20.52995
0.20817 20.64883
0.20871 20.74160
0.21012 20.83513
0.21075 20.92471
0.21208 21.04382
0.21278 21.13837
0.21340 21.22991
0.21528 21.34808
0.21606 21.44104
0.21684 21.53126
0.21755 21.59470
0.21848 21.71145
0.21981 21.80719
0.22044 21.89675
0.22177 22.01564
0.22364 22.10989
0.22356 22.20157
0.22481 22.29304
0.22591 22.40982
0.22692 22.50226
0.22771 22.59292
0.22857 22.68397
0.22982 22.80442
0.23091 22.89781
0.23154 22.98855
0.23318 23.10810
0.23443 23.20336
0.23466 23.29428
0.23544 23.38482
0.23740 23.50433
0.23740 23.59619
0.23857 23.68804
0.24013 23.80781
0.24115 23.90032
0.24193 23.99346
0.24341 24.08350
0.24388 24.20343
0.24466 24.29571
0.24576 24.38531
0.24732 24.50437
0.24803 24.59847
0.24881 24.68929
0.24967 24.78104
0.25068 24.89998
0.25248 24.99409
0.25279 25.05706
0.25436 25.14725
0.25475 25.26510
0.25592 25.35738
0.25701 25.44968
0.25834 25.56850
0.25850 25.66154
0.25983 25.75318
0.26147 25.84352
0.26233 25.96360
0.26326 26.05816
0.26381 26.14947
0.26545 26.26639
0.26600 26.35977
0.26655 26.45084
0.26733 26.54267
0.26874 26.66382
0.27038 26.75531
0.27116 26.84667
0.27178 26.96667
0.27335 27.06075
0.27405 27.15381
0.27436 27.24225
0.27616 27.36090
0.27647 27.45448
0.27772 27.54567
0.27921 27.63914
0.28061 27.75688
0.28124 27.84985
0.28218 27.94111
0.28288 28.06059
0.28343 28.15309
0.28476 28.24363
0.28554 28.33341
0.28718 28.45251
0.28874 28.54687
0.28874 28.61225
0.29046 28.72795
0.29101 28.82080
0.29156 28.91270
0.29281 29.00419
0.29374 29.12288
0.29476 29.21556
0.29539 29.30564
0.29703 29.42436
0.29773 29.51869
0.29945 29.61032
0.30031 29.70154
0.30117 29.82078
0.30195 29.91216
0.30297 30.00413
0.30375 30.09329
0.30609 30.21091
0.30648 30.30595
0.30672 30.39527
0.30797 30.51566
0.30922 30.60931
0.30992 30.70045
0.31047 30.79367
0.31242 30.91293
0.31313 31.00673
0.31399 31.09666
0.31477 31.21475
0.31641 31.30795
0.31735 31.39951
0.31789 31.49066
0.31907 31.60901
0.32000 31.70228
0.32086 31.79344
0.32211 31.91229
0.32321 32.00796
0.32383 32.06930
0.32454 32.15658
0.32641 32.27631
0.32704 32.37049
0.32790 32.46149
0.32868 32.55323
0.33048 32.67243
0.33118 32.76618
0.33196 32.85877
0.33266 32.97878
0.33399 33.06947
0.33454 33.16016
0.33548 33.25109
0.33642 33.37028
0.33853 33.46575
0.33899 33.55525
0.34009 33.67419
0.34110 33.76815
0.34157 33.85982
0.34353 33.95248
0.34423 34.06965
0.34439 34.16201
0.34579 34.25315
0.34704 34.37325
0.34798 34.46733
0.34923 34.55885
0.35040 34.64956
0.35212 34.76922
0.35228 34.86434
0.35306 34.95556
0.35369 35.04573
0.35502 35.16546
0.35580 35.25689
0.35697 35.34851
0.35853 35.46737
0.35939 35.55972
0.35978 35.62263
0.36080 35.71196
0.36189 35.83202
0.36299 35.92566
0.36416 36.01600
0.36517 36.13552
0.36635 36.22742
0.36682 36.31907
0.36729 36.41148
0.36893 36.52976
0.37010 36.62559
0.37025 36.71562
0.37252 36.83597
0.37330 36.92791
0.37416 37.01760
0.37471 37.10993
0.37604 37.22837
0.37627 37.32100
0.37791 37.41216
0.37893 37.50232
0.37971 37.62212
0.38057 37.71656
0.38206 37.80799
0.38260 37.92492
0.38417 38.01802
0.38557 38.10918
0.38620 38.20121
0.38745 38.32282
0.38776 38.41382
0.38862 38.50550
0.38995 38.62565
0.39151 38.71944
0.39182 38.81314
0.39323 38.90142
0.39378 39.01983
0.39511 39.11268
0.39573 39.17624
0.39651 39.29478
0.39698 39.38520
0.39878 39.47634
0.40019 39.56764
0.40050 39.68728
0.40183 39.78320
0.40277 39.87150
0.40339 39.96233
0.40488 40.08154
0.40636 40.17472
0.40714 40.26901
0.40730 40.38716
0.40933 40.47978
0.40972 40.57169
0.41089 40.66351
0.41230 40.78221
0.41269 40.87519
0.41386 40.96495
0.41504 41.08356
0.41629 41.17770
0.41761 41.26940
0.41777 41.36089
0.41887 41.48094
0.42043 41.57312
0.42137 41.66589
0.42223 41.78364
0.42355 41.87575
0.42355 41.96875
0.42520 42.05809
0.42660 42.17876
0.42746 42.27247
0.42840 42.36313
0.42903 42.45690
0.42988 42.57627
0.43090 42.64200
0.43199 42.73005
0.43332 42.84698
0.43457 42.94121
0.43520 43.03025
0.43582 43.12164
0.43707 43.24109
0.43778 43.33383
0.43911 43.42699
0.44059 43.54637
0.44044 43.63985
0.44200 43.73008
0.44278 43.81966
0.44434 43.93929
0.44512 44.03343
0.44591 44.12454
0.44677 44.24388
0.44778 44.33772
0.44966 44.42936
0.45005 44.52219
0.45114 44.64167
0.45247 44.73217
0.45278 44.82218
0.45427 44.91334
0.45528 45.03185
0.45607 45.12825
0.45708 45.21748
0.45802 45.33644
0.45935 45.43066
0.46036 45.52251
0.46154 45.61487
0.46177 45.73216
0.46357 45.82433
0.46404 45.91581
0.46529 46.03605
0.46685 46.13027
0.46623 46.19232
0.46779 46.28155
0.46912 46.40171
0.46990 46.49587
0.47115 46.58881
0.47201 46.70507
0.47334 46.79675
0.47388 46.88717
0.47482 46.97806
0.47545 47.09836
0.47701 47.19174
0.47834 47.28241
0.47920 47.37411
0.48006 47.49458
0.48123 47.58810
0.48232 47.67876
0.48318 47.79871
0.48443 47.89000
0.48529 47.98216
0.48584 48.07408
0.48748 48.19238
0.48811 48.28788
0.48951 48.37796
0.49077 48.49884
0.49108 48.59077
0.49209 48.68014
0.49280 48.77264
0.49405 48.89110
0.49569 48.98418
0.49631 49.07562
0.49756 49.19452
0.49835 49.28846
0.49936 49.38102
0.50030 49.47260
0.50194 49.58978
0.50202 49.65448
0.50327 49.74500
0.50350 49.83436
0.50483 49.95483
0.50593 50.04873
0.50726 50.13919
0.50819 50.25937
0.50921 50.35404
0.51007 50.44511
0.51069 50.53478
0.51187 50.65255
0.51319 50.74523
0.51359 50.83702
0.51491 50.95876
0.51632 51.04942
0.51710 51.14058
0.51765 51.23253
0.51788 51.35220
0.52038 51.44807
0.52132 51.53630
0.52195 51.65484
0.52304 51.74826
0.52429 51.83927
0.52468 51.93379
0.52609 52.05175
0.52617 52.14368
0.52820 52.23563
0.52906 52.32675
0.53039 52.44491
0.53156 52.53772
0.53226 52.62716
0.53344 52.74581
0.53430 52.84032
0.53539 52.93216
0.53641 53.02321
0.53766 53.14388
0.53836 53.20838
0.53891 53.29752
0.53969 53.41634
0.54117 53.50975
0.54250 53.59928
0.54321 53.69082
0.54414 53.81118
0.54485 53.90507
0.54578 53.99613
0.54696 54.11661
0.54789 54.20823
0.54946 54.30074
0.54985 54.39148
0.55196 54.50867
0.55219 54.60357
0.55321 54.69264
0.55391 54.78474
0.55571 54.90445
0.55641 54.99688
0.55774 55.09070
0.55813 55.20983
0.55891 55.30348
0.56024 55.39369
0.56087 55.48336
0.56181 55.60317
0.56337 55.69698
0.56407 55.78807
0.56478 55.90703
0.56665 56.00051
0.56720 56.09227
0.56868 56.18507
0.56907 56.30524
0.56954 56.39559
0.57103 56.48596
0.57275 56.60497
0.57306 56.69819
0.57314 56.76177
0.57478 56.85124
0.57572 56.97051
0.57673 57.06416
0.57822 57.15671
0.57814 57.24812
0.58033 57.36525
0.58119 57.45832
0.58173 57.54945
0.58314 57.66881
0.58400 57.76491
0.58486 57.85335
0.58595 57.94456
0.58720 58.06393
0.58853 58.15791
0.58908 58.25173
0.59049 58.36858
0.59088 58.46056
0.59174 58.55150
0.59338 58.64255
0.59463 58.76305
0.59439 58.85634
0.59635 58.94680
0.59736 59.06649
0.59822 59.16146
0.59924 59.25218
0.60026 59.34251
0.60119 59.46279
0.60229 59.55382
0.60323 59.64566
0.60338 59.73725
0.60448 59.85541
0.60604 59.95079
0.60791 60.04058
0.60831 60.16120
